author,experience_days,number_of_fact_checks,unique_claim_percentage,fc_frequency_mean,fc_frequency_std,pairwise_diff_mean,pairwise_diff_std,number_of_organisations,word_count_mean,word_count_std
Iakob Lachasvhili,1080,34,1.0,32.72727272727273,51.75680675480806,396.42067736185385,310.53156863049963,1,1060.7941176470588,850.0741422000065
Ian Carl Espinosa,24,2,0.5,24.0,,24.0,0.0,1,433.0,67.88225099390856
Ian Curran,0,1,1.0,,,,,1,1210.0,
Ian Fox,149,4,0.25,49.666666666666664,26.08320021265284,78.0,38.80721582386451,1,4150.5,3120.5463730998563
Ian Geoffrey Timberlake,0,1,1.0,,,,,1,1692.0,
Ian K. Kullgren,1142,84,1.0,13.759036144578314,24.133566524780267,309.76075731497417,224.23672311933134,1,792.797619047619,217.88472578224145
Ian Le Guillou,1319,31,0.9032258064516129,43.46666666666667,41.16638512631169,500.64301075268816,351.36158730259,1,1006.1290322580645,351.4655736517669
Ian Scoones,0,1,1.0,,,,,1,1029.0,
Ian Timberlake,1432,34,0.9411764705882353,42.90909090909091,178.20587876743215,270.8181818181818,364.7598762181156,1,706.3235294117648,274.0660969368449
Ibrahim Adeyemi,11,2,1.0,11.0,,11.0,0.0,1,989.0,63.63961030678928
Ibrahim Joenal Sesay,0,1,1.0,,,,,1,124.0,
Idris Kamal Ibrahim,129,4,1.0,42.333333333333336,43.89001405027496,66.83333333333333,45.45113371034385,1,673.0,184.41800345953214
Ifedayo Ogunyemi,71,6,1.0,13.6,15.773395322504282,35.93333333333333,23.339427775523735,1,669.8333333333334,162.7457116690534
Ike Anya,149,3,1.0,74.5,24.748737341529164,99.33333333333333,37.915109858149634,1,825.6666666666666,122.72869808375435
Ikechukwu Oyemike,447,9,0.8888888888888888,55.375,93.50926233725268,181.66666666666666,155.24854624475913,1,566.5555555555555,158.9804320593506
Ilana Strauss,8,2,1.0,8.0,,8.0,0.0,1,512.5,74.24621202458749
Ina Skosana,473,21,0.7619047619047619,23.65,28.89959934160443,177.3047619047619,124.76103816492923,1,797.047619047619,324.4022928695906
Irakli Iagorashvili,1413,36,1.0,40.0,52.27472676947752,381.1714285714286,303.3263198710765,1,868.3055555555555,254.47849411738895
Irakli Khuchua,0,1,1.0,,,,,1,748.0,
Iram Ara Ibrahim,947,88,0.7840909090909091,10.413793103448276,14.128605095928473,338.8471786833856,242.86160362657907,1,427.8863636363636,119.522366667295
Iria Carballo-Carbajal,1682,151,0.8866666666666667,10.72,10.525214212935902,580.8022958057395,414.200419899134,1,1414.2119205298013,558.3721531890301
Irina Gurgenashvili,412,8,1.0,58.857142857142854,91.32255758469275,130.78571428571428,119.8032187568005,1,1547.25,510.4367177791414
Irina Kulemzina,0,1,1.0,,,,,1,658.0,
Irina Parulava,0,1,1.0,,,,,1,219.0,
Irina Samakashvili,29,2,1.0,29.0,,29.0,0.0,1,378.0,4.242640687119285
Iris Aminata Bangura,195,5,1.0,48.5,53.69978274319801,92.1,64.29377885923334,1,698.6,232.4011617871133
Isaac Lee 李永浩,70,4,0.25,23.0,19.467922333931785,35.0,20.231987873991358,1,606.0,136.09555466656508
Isabella Fertel,144,4,0.75,48.0,32.046840717924134,85.5,43.91943381541555,1,1181.25,537.6587362506692
Isabelle Dumé,13,2,1.0,13.0,,13.0,0.0,1,551.5,159.0990257669732
Isaiah Ude,87,6,0.8333333333333334,17.2,17.42699056062176,42.266666666666666,26.375409422835926,1,667.3333333333334,209.81579222419523
Ivel John M. Santos,1091,3,0.6666666666666666,545.0,270.1147904132612,727.0,300.94628535116806,1,1503.3333333333333,660.624956638283
Iyabode Olorunshola,130,9,1.0,15.75,11.016221805008415,52.083333333333336,32.225227350288435,1,715.0,151.28284767282773
Izz Scott Lamagdeleine,501,210,0.9619047619047619,1.9090909090909092,8.726416770378874,106.26930963773069,83.7282894070369,1,327.12380952380954,134.40321362343997
J.B. Wogan,8,2,1.0,8.0,,8.0,0.0,1,718.0,147.07821048680188
J.T. Manalaysay,52,2,1.0,52.0,,52.0,0.0,1,520.5,314.66251762801363
Jack Izzo,448,150,0.9266666666666666,2.51006711409396,2.8489387537278317,159.23293064876958,114.1675023133824,1,396.85333333333335,208.04685799848673
Jack Kerr,18,2,1.0,18.0,,18.0,0.0,1,2010.5,386.7874093090415
Jack Kosowski,65,3,1.0,32.5,23.33452377915607,43.333333333333336,20.401524997465806,1,486.3333333333333,181.4644134075145
Jack Lau,39,4,0.75,12.666666666666666,9.50438495292217,20.0,11.16542281629615,1,382.0,132.63232386312671
Jack Sernovitz,78,3,0.3333333333333333,39.0,43.840620433565945,52.0,31.283648551066843,1,1214.3333333333333,979.3775233960259
Jackson C. Clay Jr.,876,47,1.0,18.58695652173913,18.872173621447732,288.54024051803884,202.7776553774754,1,602.0,223.42346223765497
Jackson Willis,0,1,1.0,,,,,1,512.0,
Jacob Alabab-Moser,494,110,0.990909090909091,4.128440366972477,7.089508311623426,130.13060884070057,111.33390837854382,1,195.83636363636364,36.248258995895625
Jacob Gardenswartz,141,5,1.0,35.25,6.849574196011505,72.4,36.60109287985811,1,1078.2,237.7986543275634
Jacob Geiger,218,16,0.875,14.533333333333333,38.93193082927224,41.88333333333333,55.277660245547864,1,756.5,190.2748888669583
Jacob Phillips,73,2,1.0,73.0,,73.0,0.0,1,475.5,20.506096654409877
Jacob Shteyman,500,32,0.9375,16.129032258064516,39.25790106079189,91.89314516129032,104.91787626264076,1,742.1875,146.903838966944
Jacqueline Tempera,63,7,1.0,10.5,3.8340579025361627,27.333333333333332,15.712698332523566,1,839.1428571428571,225.40291965827814
Jacquie Broush,0,1,1.0,,,,,1,666.0,
Jagriti Trisha,385,17,0.8823529411764706,23.5625,28.542293180471678,114.41176470588235,93.0395607340861,1,454.29411764705884,171.778114404121
Jake Berry,654,49,0.9795918367346939,13.625,13.518505834595775,220.65136054421768,160.16364680117746,1,856.7551020408164,201.3771886506601
James B. Nelson,1803,142,0.9788732394366197,12.787234042553191,12.213463595930456,670.1698132054739,479.290154055769,1,852.5211267605633,273.85616969159923
James Ewinger,0,1,1.0,,,,,1,685.0,
James Mcmanagan,202,36,0.9166666666666666,5.771428571428571,4.576703888978941,74.8015873015873,51.21957398676053,1,490.3611111111111,100.54541341468621
James Okong'O,1258,274,0.9051094890510949,4.102564102564102,4.363589407684194,419.2678270634475,297.7830305786666,1,417.73722627737226,207.5429350548444
Jami Martin-Trainor,0,1,1.0,,,,,1,535.0,
Jan Cuyco,496,81,0.8888888888888888,5.725,5.38393061440798,162.8608024691358,114.30196122594215,1,517.5925925925926,133.08190877968516
Jan Russezki,863,4,0.25,287.3333333333333,253.04215722549736,437.5,261.68476582840407,1,797.75,478.12785946857355
Jana Heigl,26,2,1.0,26.0,,26.0,0.0,1,506.5,113.84419177103415
Jane B Mansaray,0,1,1.0,,,,,1,459.0,
Jane Matthews,181,2,0.5,181.0,,181.0,0.0,1,1759.5,628.6179284748407
Jane Moore,217,2,1.0,217.0,,217.0,0.0,1,1405.0,230.5168106668145
Jane Wester,0,1,1.0,,,,,1,1371.0,
Janel Davis,464,65,0.9230769230769231,7.25,9.273618495495704,137.24519230769232,98.61943401453706,1,880.2461538461539,153.04431861894926
Janet Wilhelm,77,2,1.0,77.0,,77.0,0.0,1,762.0,141.4213562373095
Janet Zink,0,1,1.0,,,,,1,816.0,
Janie Har,871,133,0.9849624060150376,6.598484848484849,7.0210804158530715,253.13419913419912,183.4387583683019,1,761.203007518797,241.12758346161442
Jannah Argote,21,5,1.0,5.0,4.396968652757639,10.3,6.812488532100439,1,141.4,28.79756934187328
Jasmine Zhang,55,5,0.4,13.5,10.661457061146317,28.2,15.954936540143304,1,585.8,206.52651161533717
Jason Asenso,59,15,0.8,4.214285714285714,2.1187286256174924,22.438095238095237,14.925799849046175,1,723.8,231.36310361482816
Jason Noble,209,7,1.0,34.833333333333336,38.14402530759787,86.28571428571429,72.89205512729266,1,912.5714285714286,309.44727991633573
Jasper Scherer,274,4,0.75,91.33333333333333,18.583146486355137,155.66666666666666,70.64858259174223,1,1282.25,453.90995803132586
Jay Ganglani,73,9,0.4444444444444444,8.625,6.093028803476971,33.55555555555556,21.581170347788067,1,551.6666666666666,285.7945065952108
Jayne Williamson-Lee,0,1,1.0,,,,,1,263.0,
Jean Le Roux,258,3,0.6666666666666666,129.0,42.42640687119285,172.0,65.55913361233506,1,1604.6666666666667,116.23395946681559
Jean Mondoro,57,30,0.9,1.4827586206896552,2.0808770413178537,20.326436781609196,14.501497820143017,1,309.5,121.68097065971183
Jean-Gabriel Fernandez,0,4,0.75,0.0,0.0,0.0,0.0,1,476.0,126.3671898344925
Jeff Cercone,1162,362,0.8950276243093923,3.218836565096953,3.814341326332817,387.70632527815616,276.53488697060726,1,751.8121546961326,323.07186934247534
Jeff Li,461,5,1.0,115.0,72.63607918933951,219.9,129.05150134733032,1,572.0,62.477996126636455
Jeffrey Good,0,1,1.0,,,,,1,1170.0,
Jeffrey S. Solochek,750,7,1.0,125.0,127.94061122255123,370.6666666666667,240.84896143064896,1,684.2857142857143,255.72753357542751
Jen Para,72,4,1.0,24.0,3.4641016151377544,40.333333333333336,18.236105822119907,1,1061.25,275.6717552936221
Jennifer Ojugbeli,15,2,1.0,15.0,,15.0,0.0,1,559.5,402.34375849514555
Jennifer Walter,7,2,1.0,7.0,,7.0,0.0,1,725.0,43.840620433565945
Jerome Lizambard,48,3,0.3333333333333333,24.0,11.313708498984761,32.0,13.063945294843617,1,347.6666666666667,133.42538489108185
Jess Hacker,271,34,0.8529411764705882,8.212121212121213,6.641524560283466,99.31729055258467,69.81569220101868,1,381.02941176470586,109.89733095557253
Jess Henig,1114,69,1.0,15.911764705882353,39.09793875321026,302.8563512361466,222.80013578856415,1,424.1304347826087,292.21098909578603
Jesse Dubois,0,1,1.0,,,,,1,1215.0,
Jesse Stiller,112,16,1.0,7.066666666666666,13.487913460717692,28.216666666666665,28.413958815264646,1,359.4375,59.369991016786706
Jessica Calefati,335,34,0.9705882352941176,10.151515151515152,11.258666695376313,110.2192513368984,77.56708363481656,1,677.3823529411765,211.94982463779692
Jessica Lee,8185,265,0.9773584905660377,30.53787878787879,242.78291184920252,308.38965122927385,764.5922097805542,1,726.7358490566038,436.1005127636339
Jessica Mcdonald,2281,159,0.5911949685534591,13.91139240506329,18.042546936607568,685.7704004458244,495.0766453681899,1,2338.874213836478,1420.7501617287908
Jessica P Johnson,154,8,0.875,21.714285714285715,29.550602282154845,68.46428571428571,50.73494297597574,1,828.25,503.3319694084327
Jessie Rival,0,1,1.0,,,,,1,414.0,
Jill Terreri Ramos,2311,143,0.9790209790209791,16.274647887323944,17.488859418951442,661.6397124002758,475.18957447729196,1,839.9090909090909,246.5489383495301
Jim Haddadin,329,16,1.0,21.933333333333334,16.81609206626059,140.6,93.48586345895654,1,1050.25,382.46298295826404
Jim Tharpe,590,12,0.8333333333333334,53.63636363636363,94.33586033664264,169.07575757575756,151.86151093418619,1,706.3333333333334,70.86649847467142
Jingyi Yu,73,8,0.125,10.0,11.298967504452195,30.642857142857142,25.06878292919344,1,612.875,228.6434763681533
Jisha Krishnan,1225,5,1.0,305.75,205.83549256627245,628.8,343.031135613081,1,471.4,181.4519220069052
Joanna Guelas,269,9,1.0,33.625,78.67462379046644,66.38888888888889,94.586021335601,1,671.5555555555555,177.45641092329626
Joanne Guelas,0,1,1.0,,,,,1,553.0,
Jodie Yang,112,4,0.5,36.666666666666664,43.14317249963583,58.666666666666664,43.39610837646876,1,761.75,335.67084572042694
Joe Carey,0,1,1.0,,,,,1,1254.0,
Joe Gammie,228,33,0.9696969696969697,7.125,4.278603932698518,83.84469696969697,57.05641256074651,1,669.0909090909091,382.32637919357944
Joe Guillen,618,29,1.0,22.071428571428573,14.256716601446781,215.28571428571428,146.01287865075108,1,766.8620689655172,177.61891874337744
Joe Miller,435,48,1.0,8.872340425531915,18.533890252226897,140.27659574468086,132.30315132076012,1,290.5208333333333,209.69166721979786
Joe Nahra,29,2,1.0,29.0,,29.0,0.0,1,422.5,64.34671708797582
Joe Noser,0,1,1.0,,,,,1,516.0,
Joe O'Leary,0,1,1.0,,,,,1,367.0,
Joedy Mccreary,29,14,0.7142857142857143,1.8461538461538463,3.7825510317366913,7.747252747252747,6.680451071487345,1,561.6428571428571,137.51005957207815
Joel Reland,545,7,1.0,90.83333333333333,122.04165955388622,207.33333333333334,197.67104307369166,1,349.57142857142856,194.78009578569808
Joey Esposito,128,57,0.9298245614035088,1.7857142857142858,1.7757383684672563,39.93045112781955,28.247310960305814,1,480.05263157894734,156.68980059028272
Johan Burger,0,1,1.0,,,,,1,1475.0,
John Doherty,537,9,1.0,66.875,70.23315761498573,182.13888888888889,141.37895348196037,1,1380.0,787.4053911423264
John Ezekiel J. Hirro,90,3,1.0,44.5,57.27564927611035,59.666666666666664,39.41516910474387,1,346.3333333333333,110.86177579911543
John Gregg,167,9,1.0,20.875,7.918107638282557,71.22222222222223,43.17735460420524,1,986.1111111111111,237.81581341683548
John Hill,584,37,1.0,16.22222222222222,31.82551636758612,253.56156156156158,197.32280215985222,1,660.2972972972973,124.23988106903533
John Hurt Allauigan,0,1,1.0,,,,,1,168.0,
John Kruzel,918,130,0.9615384615384616,7.116279069767442,8.033745144483463,300.20918306499703,212.21570946941165,1,821.6769230769231,359.04054348559043
John Mason,0,1,1.0,,,,,1,235.0,
John Pullano,403,9,0.5555555555555556,50.375,48.497238507539194,183.72222222222223,119.91191468720119,1,683.7777777777778,110.86678693118351
John Scudero,0,1,1.0,,,,,1,660.0,
John-John Whitfield,149,5,1.0,36.5,29.14904229415894,83.4,47.640738869165325,1,358.2,71.64984298656907
Johnathan Silver,169,3,1.0,84.5,99.7020561473032,112.66666666666667,70.00158728359109,1,1399.3333333333333,1014.6636552736741
Johnny Lieu,1238,2,0.5,1238.0,,1238.0,0.0,1,385.5,290.62088706767105
Jonas Nyabor,0,1,1.0,,,,,1,1161.0,
Jonathan Anderson,217,6,1.0,43.4,16.622274212634082,104.2,58.629003061624715,1,651.3333333333334,171.3098557195898
Jonathan Van Fleet,520,9,0.7777777777777778,65.0,130.871802048526,138.44444444444446,181.67697898016146,1,906.6666666666666,203.86515150952113
Jordan Gunselman,39,2,1.0,39.0,,39.0,0.0,1,1296.5,33.23401871576773
Jordan Liles,1540,1333,0.9684921230307577,0.7319819819819819,1.9146549315248942,528.85800053617,375.6974892413163,1,433.1342835708927,220.7051233521881
Joseph A. Gambardello,512,11,0.9090909090909091,50.8,28.49093423061682,194.1090909090909,123.24619451654448,1,1112.6363636363637,299.1087670822347
Joseph Cariz,119,7,0.8571428571428571,19.833333333333332,13.437509689918988,56.57142857142857,34.78446756346098,1,959.2857142857143,166.8998844474478
Joseph Casieri,271,312,0.909967845659164,0.4565916398713826,1.2638446044973168,87.70234561794048,62.3548829874152,1,306.1955128205128,58.61935288669722
Joseph Draper,29,2,1.0,29.0,,29.0,0.0,1,551.0,4.242640687119285
Joseph Hook,21,12,1.0,1.4545454545454546,1.916436086262016,7.909090909090909,5.506820214109356,1,535.9166666666666,107.46539259715477
Joseph Kennedy,38,3,0.6666666666666666,19.0,9.899494936611665,25.333333333333332,10.624918300339486,1,552.3333333333334,171.00389859103603
Joseph O'Leary,2804,144,0.9583333333333334,19.60839160839161,60.750706825429,681.1398601398602,533.3228465061472,1,470.2916666666667,297.13534094610964
Joseph Olbrycht Palmer,297,24,0.7916666666666666,12.478260869565217,11.151312866928562,93.70289855072464,66.71949820609989,1,600.7916666666666,143.29597802744007
Joseph Omotayo,32,3,1.0,16.0,14.142135623730951,21.333333333333332,11.115554667022044,1,775.3333333333334,142.46520042920426
Joseph Shuttleworth,45,4,1.0,15.0,8.54400374531753,24.833333333333332,13.107461827354507,1,316.25,79.68427281046952
Josephine Wreh,20,2,1.0,20.0,,20.0,0.0,1,554.5,161.92745289171938
Josh Boak,0,1,1.0,,,,,1,255.0,
Josh Gordon,11,2,1.0,11.0,,11.0,0.0,1,1487.0,9.899494936611665
Josh Rogers,27,3,1.0,13.5,9.192388155425117,18.0,8.286535263104035,1,760.6666666666666,152.42156452855787
Joshua Diehl,0,1,1.0,,,,,1,137.0,
Joshua Gillin,2082,385,0.9298701298701298,5.421875,24.96083910655638,521.6262175324675,397.0900038571739,1,787.0493506493507,297.9495380860171
Joshua Lee 李子淇,74,5,0.4,18.0,13.490737563232042,38.9,24.031021617900475,1,419.0,164.214798358735
Joshua Rozenberg,483,2,1.0,483.0,,483.0,0.0,1,542.5,161.92745289171938
Josie Hollingsworth,0,1,1.0,,,,,1,295.0,
Joyce Ma 馬慧珊,107,5,0.2,26.25,14.660036380127666,49.9,28.35648074074073,1,672.4,384.44024243047187
Joyce Zhang,19,2,1.0,19.0,,19.0,0.0,1,459.5,74.24621202458749
Joël Reland,778,152,0.9671052631578947,5.152317880794702,5.930428140104626,290.42976646915304,208.15201859093224,1,606.9013157894736,298.663019921208
Juan Ignacio Berro,0,1,1.0,,,,,1,297.0,
Judy Kwong 鄺苑楓,41,5,0.4,10.25,9.63932916061417,23.8,14.034243834279067,1,528.0,600.230372440449
Julia Garlich,38,3,1.0,19.0,22.627416997969522,25.333333333333332,15.839472494022296,1,595.3333333333334,13.316656236958778
Julia Shanahan,241,2,1.0,241.0,,241.0,0.0,1,1140.5,243.9518395093589
Julian Koroma,47,3,1.0,23.5,7.7781745930520225,31.333333333333332,11.953614051360738,1,272.0,105.95753866525968
Julian Matthews,0,1,1.0,,,,,1,865.0,
Julian Rademeyer,910,48,0.8333333333333334,19.361702127659573,35.133549884327955,255.70035460992906,187.9695697415154,1,903.3333333333334,768.9486697677477
Julianna Louise Untiveros Barcela,73,4,0.5,24.0,12.12435565298214,40.666666666666664,20.789954839350234,1,582.5,259.11709064951054
Julianna Rennie,240,9,1.0,30.0,43.4807017948357,117.05555555555556,80.72103692637462,1,739.1111111111111,156.31814069746068
Julie Appleby,1883,12,1.0,171.1818181818182,140.06057131242767,656.8636363636364,476.33731638484534,1,1230.0,184.03902748157427
Julie Charpentrat,1554,8,0.625,221.42857142857142,293.294992082975,590.6785714285714,462.4614311000454,1,740.375,325.60095537767876
Julie Kliegman,297,78,0.9871794871794872,3.857142857142857,3.5493301284752667,98.23110223110223,69.02911597891892,1,669.8333333333334,221.80776845544915
Julie Pacorel,474,10,0.2,52.22222222222222,58.789407587119335,221.64444444444445,161.32908473132463,1,790.4,184.77445710920114
Julie Rovner,1171,3,1.0,585.5,234.05234457274722,780.6666666666666,307.3112790351539,1,906.0,143.73239022572469
Juliet Buna,280,28,0.9285714285714286,9.925925925925926,13.384623571402678,112.87037037037037,79.47846948389883,1,754.9285714285714,375.541281310396
Juliette Mansour,1360,20,0.6,71.15789473684211,84.23727279924826,487.32105263157894,354.5385541783742,1,745.35,402.9611807083838
Juliette Montesse,180,2,0.5,180.0,,180.0,0.0,1,593.0,19.79898987322333
Justin Bank,1956,70,1.0,27.985507246376812,105.1159713551185,370.656314699793,434.88342348880343,1,385.84285714285716,246.67056219295404
Justin Cheung 張晉庭,135,12,0.25,11.727272727272727,18.450424976628092,40.22727272727273,34.3611811693059,1,775.5833333333334,537.2398242757873
Justin Geronimo,0,1,1.0,,,,,1,228.0,
Justine Bautista,137,7,1.0,22.5,12.243365550370536,59.285714285714285,35.19488985788766,1,198.57142857142858,55.28368397896177
Jyoti Kumari,933,41,0.8780487804878049,22.875,26.260223894216114,354.59512195121954,247.6583986365676,1,550.7560975609756,108.17665655949182
K Sherly Sharon,31,11,0.9090909090909091,2.7,3.020301677353145,10.927272727272728,7.947222603365153,1,504.0,126.58751913202185
Kabir Yusuf,76,6,1.0,15.0,15.636495771111889,35.8,23.532105728132365,1,706.6666666666666,206.5378092908576
Kaitlin Dewulf,0,1,1.0,,,,,1,646.0,
Kaitlin Mulhere,79,4,1.0,26.333333333333332,23.71356854910988,45.0,27.76688675382964,1,861.5,261.13151220537645
Kaiyah Clarke,92,29,0.6896551724137931,2.857142857142857,3.0997525076150203,32.88423645320197,22.9677198574756,1,366.6896551724138,102.02174258750499
Kajol Rustagi,207,17,0.5882352941176471,12.4375,11.871359090966235,77.30882352941177,51.9956891179568,1,441.7647058823529,126.44343073671556
Kamakshi Gupta,52,9,0.1111111111111111,6.125,4.189698250300543,19.11111111111111,12.210600535276663,1,554.7777777777778,181.23036292090916
Kamran Khan,255,156,0.9551282051282052,1.1612903225806452,2.9087505037537262,61.63763440860215,47.37831784876916,1,225.17307692307693,55.01028214287949
Karen Jeynes,114,3,1.0,57.0,69.29646455628166,76.0,48.194052191807515,1,1296.0,310.5591731055452
Karen Lee Ziner,117,10,0.9,13.0,9.055385138137417,43.82222222222222,28.806857894057014,1,965.0,180.19372291447274
Karen Mohan,0,1,1.0,,,,,1,2177.0,
