author,experience_days,number_of_fact_checks,unique_claim_percentage,fc_frequency_mean,fc_frequency_std,pairwise_diff_mean,pairwise_diff_std,number_of_organisations,word_count_mean,word_count_std
Lakna Paranamanna,5,4,0.75,1.3333333333333333,2.3094010767585034,2.3333333333333335,2.3570226039551585,1,310.5,70.83549016324137
Lali Putkaradze,0,1,1.0,,,,,1,438.0,
Lalita Alexandria,0,1,1.0,,,,,1,657.0,
Lam Nguyen,0,1,1.0,,,,,1,654.0,
Lambert Baraut-Guinet,61,7,1.0,9.666666666666666,5.680375574437544,24.142857142857142,14.794740746004864,1,974.7142857142857,348.1545223439894
Lami Sadiq,160,11,1.0,15.7,18.54154494342068,67.74545454545455,46.74037311937982,1,997.9090909090909,405.68422561037653
Lance Mejico,0,1,1.0,,,,,1,254.0,
Landon Allison,132,5,0.2,33.0,16.911534525287763,63.4,34.27593908268597,1,837.6,157.38900851075974
Lanre Olagunju,132,11,1.0,13.2,20.83693302234707,51.163636363636364,41.64951757283134,1,411.1818181818182,163.21814738675243
Lara Korte,0,1,1.0,,,,,1,585.0,
Lara Montoto,89,12,1.0,8.090909090909092,14.740790653520222,33.303030303030305,27.724821882079265,1,214.91666666666666,126.47418589170556
Lasha Machabeli,0,1,1.0,,,,,1,367.0,
Lasha Senashvili,242,5,1.0,60.5,59.410997859543365,128.2,80.62977117665658,1,343.6,475.96039751223
Lateef Sanni,451,11,1.0,44.5,50.32174259480466,150.8909090909091,106.61991502994053,1,754.0909090909091,409.47123331082844
Laura Figueroa,6,2,0.5,6.0,,6.0,0.0,1,1442.0,15.556349186104045
Laura Grant,0,1,1.0,,,,,1,938.0,
Laura Kapelari,2537,20,0.95,133.52631578947367,299.4078170917929,558.0842105263158,519.1377398230524,1,368.95,192.10837812903532
Laura Murgatroyd,0,1,1.0,,,,,1,555.0,
Laura O'Brien,510,45,0.9111111111111111,11.590909090909092,21.363213526470915,124.2040404040404,100.83413114554592,1,460.8,168.34604512459123
Laura Parnaby,65,3,0.6666666666666666,32.0,45.254833995939045,43.0,30.40833219146796,1,576.3333333333334,128.2198632557894
Laura Schulte,1744,70,1.0,25.27536231884058,30.622408201478393,519.1113871635611,381.3326186688056,1,774.4,186.57915132764683
Lauren Boland,843,38,0.9736842105263158,22.324324324324323,55.053032035813764,165.94594594594594,160.47671667415713,1,1333.7105263157894,547.6326401291752
Lauren Burns,27,3,1.0,13.5,10.606601717798213,18.0,8.831760866327848,1,762.3333333333334,171.78571923571917
Lauren Carroll,1139,324,0.9290123456790124,3.526315789473684,3.3707392317250364,369.5408018958071,261.0490997216148,1,903.7283950617284,245.77861428684113
Lauren Caruba,0,1,1.0,,,,,1,1383.0,
Lauren Richey,0,1,1.0,,,,,1,732.0,
Lauren White,204,5,1.0,51.0,15.556349186104045,101.8,53.41497917251302,1,773.6,185.37880137707225
Laurianne Claase,0,1,1.0,,,,,1,1964.0,
Laurie Kellman,0,1,1.0,,,,,1,1224.0,
Lawrence Andrea,867,9,1.0,108.375,283.12437322541786,207.61111111111111,339.72049604358403,1,836.7777777777778,192.96228762233423
Laymah Kollie,1183,33,1.0,36.5625,131.48578667207414,241.35416666666666,275.11908155500447,1,500.90909090909093,157.38137668502182
Leah Schroeder,30,9,0.8888888888888888,3.125,3.090885217631258,14.222222222222221,9.655485231811419,1,530.8888888888889,453.0696537080265
Lebohang Mojapelo,308,12,0.75,28.0,17.532826355154494,113.24242424242425,73.03362874358895,1,1267.0833333333333,857.3473315813709
Lee Logan,91,2,1.0,91.0,,91.0,0.0,1,865.5,282.13560569343247
Lee Monjue,159,5,1.0,39.25,16.45954636879968,82.0,44.06812907306141,1,544.6,183.12509385663125
Lee Mwiti,2368,73,0.9315068493150684,32.888888888888886,72.4515487554124,777.5121765601218,609.9052146492089,1,860.3013698630137,1090.8503141654055
Lee N. Monjue,0,1,1.0,,,,,1,310.0,
Lee Umbers,42,3,1.0,21.0,25.45584412271571,28.0,17.72004514666935,1,592.6666666666666,140.67811959694848
Leigh San Diego,111,23,1.0,4.7272727272727275,6.056730362496146,39.28853754940712,28.912019790652334,1,144.43478260869566,29.131092553484564
Leila Chkhetiani,424,2,1.0,424.0,,424.0,0.0,1,589.0,8.48528137423857
Lena Li,63,4,0.5,20.666666666666668,7.637626158259733,34.5,16.909070544138928,1,617.0,153.26012745220677
Leo Benedictus,1771,322,0.9130434782608695,5.517133956386293,6.5598579832283415,522.8920686519224,374.5493625351703,1,550.335403726708,359.0527507318276
Leonie Wood,315,3,1.0,157.5,150.61374439273462,210.0,114.34159348198712,1,2082.3333333333335,755.3186965336774
Leshi James,51,4,1.0,16.666666666666668,15.56705923844749,27.833333333333332,17.7896661638779,1,536.5,139.9773791248667
Lev Konstantinovskiy,0,1,1.0,,,,,1,613.0,
Levan Kumsishvili,0,1,1.0,,,,,1,737.0,
Levan Tevdoradze,358,4,1.0,119.33333333333333,175.24934617091537,184.5,160.59965753388144,1,623.5,151.16106200561924
Li Chen,0,1,1.0,,,,,1,321.0,
Liam Halawith,76,4,1.0,25.333333333333332,25.006665778014735,38.0,24.027761721253466,1,758.0,165.89755875238188
Liam Petterson,0,1,1.0,,,,,1,435.0,
Libby Stanford,102,3,1.0,51.0,8.48528137423857,68.0,24.535688292770594,1,550.0,37.64306044943742
Liepa Zelniene,0,1,1.0,,,,,1,614.0,
Liesa Pauwels,0,1,1.0,,,,,1,757.0,
Liesl Louw-Vaudran,46,2,1.0,46.0,,46.0,0.0,1,1223.0,274.35743110038044
Liesl Pretorius,2526,31,0.9032258064516129,84.2,160.68225230838826,540.5419354838709,504.95858966223483,1,1201.3548387096773,782.1019348902929
Lika Khutsiberidze,497,17,1.0,31.0625,61.52015252473507,217.13235294117646,172.90943773886247,1,1501.3529411764705,749.2519553842078
Lili Zecevic,97,3,0.3333333333333333,48.5,19.091883092036785,64.66666666666667,25.381533094401966,1,701.0,615.0682888915669
Lilian Adaora Udodi,162,13,1.0,12.833333333333334,6.726248898340311,66.47435897435898,43.695838081157426,1,880.5384615384615,201.38173344199458
Lilian Mutinda,12,3,1.0,6.0,0.0,8.0,2.8284271247461903,1,940.6666666666666,227.76376650673245
Lilly Maier,66,3,1.0,33.0,41.012193308819754,44.0,28.331372481167705,1,822.6666666666666,303.7010591574111
Lily Ford,84,4,1.0,27.666666666666668,12.701705922171767,47.5,23.59908190304586,1,525.25,97.71173590379681
Lindy Whitehouse,0,1,1.0,,,,,1,1677.0,
Lisa Golden,0,1,1.0,,,,,1,1753.0,
Lisa Vetten,2141,3,1.0,1070.5,958.1296885077719,1427.3333333333333,748.7751479731564,1,1377.6666666666667,175.08950092262336
Livhuhani Manyatshe,0,1,1.0,,,,,1,1522.0,
Liza Torosiani,0,1,1.0,,,,,1,599.0,
Lizette Lancaster,748,4,1.0,249.33333333333334,229.28657469056782,449.5,259.1568058145493,1,955.0,80.7258735887489
Lizi Samnashvili,675,6,1.0,135.0,243.11519903124116,346.93333333333334,285.39457286749905,1,712.0,366.93378149197434
Llewellyn Cheung 張雋彥,18,3,0.3333333333333333,9.0,5.656854249492381,12.0,5.354126134736337,1,478.6666666666667,92.00724609145378
Lloyd Hazvineyi,336,4,0.5,112.0,149.01006677402705,168.66666666666666,134.75739517946894,1,977.75,399.49749686324697
Loes Witschge,16,3,1.0,7.5,3.5355339059327378,10.333333333333334,4.4969125210773475,1,600.3333333333334,144.00462955521024
Logan Chapman,68,4,0.75,22.666666666666668,22.143471573656495,42.0,23.480488353808433,1,2713.75,3070.2176225798717
Logan Zapanta,0,1,1.0,,,,,1,230.0,
Loghan Thain,15,3,0.6666666666666666,7.5,4.949747468305833,10.0,4.546060565661952,1,1068.6666666666667,326.93322457855726
Lois Ugbede,1451,134,0.9253731343283582,10.398496240601503,23.286405140945295,426.4938839636404,309.85733110553787,1,660.9402985074627,324.78304525347494
Lola Duffort,993,6,0.8333333333333334,198.6,222.4641544159418,515.0,326.76535924115336,1,888.8333333333334,241.32005027901573
Lolo Kalake,175,15,0.8666666666666667,12.5,7.35631596761481,69.02857142857142,44.542640275595346,1,791.0,287.28930167540676
Long Nguyen,0,1,1.0,,,,,1,653.0,
Loreben Tuquero,728,195,0.9025641025641026,3.752577319587629,4.476839484346306,247.71451229183188,175.28001605080692,1,463.3025641025641,238.77964163938418
Lori Robertson,6222,735,0.6503401360544218,7.979564032697548,13.874643092910485,1958.4820033735566,1429.336694191935,1,1579.9551020408164,1423.6335230891304
Louis Baudoin-Laarman,1643,208,0.9038461538461539,7.681159420289855,51.295212428322145,631.3143348197696,520.0606156381716,1,492.52403846153845,172.30654460315964
Louis Jacobson,4979,1739,0.8976423231742381,2.8647871116225545,3.9429747011727394,1615.0627577850848,1192.1303698901845,1,922.2714203565267,342.56401541104776
Louise Ferreira,677,6,0.6666666666666666,135.4,188.17624717269712,270.6666666666667,228.13348918755636,1,1358.3333333333333,658.9296371136047
Lucas Daprile,44,4,1.0,14.666666666666666,14.189197769195175,22.333333333333332,14.208760990631411,1,882.25,314.7542692323648
Lucia Geng,66,16,0.875,4.4,2.6939084723024385,26.891666666666666,17.756593063485525,1,739.25,289.62585059578737
Lucía Osses,222,3,0.3333333333333333,110.5,147.78531726798843,147.66666666666666,100.21421500410453,1,1765.6666666666667,1499.2602620403616
Luiz Romero,600,17,0.8823529411764706,37.5,44.42071588797281,210.60294117647058,153.8571376793384,1,682.8823529411765,238.42894181310635
Luka Chitiani,0,1,1.0,,,,,1,668.0,
Luka Khimshiashvili,569,2,1.0,569.0,,569.0,0.0,1,790.5,84.14570696119915
Luka Kiliptari,171,5,1.0,42.5,36.42801120017397,92.0,53.79219274206992,1,803.0,371.50572000980014
Luke Heald,0,1,1.0,,,,,1,263.0,
Lusine Pichikyan,136,9,1.0,16.625,11.070391656512042,48.166666666666664,30.71870584658294,1,1057.2222222222222,218.14546624774133
Lyle Muller,784,19,0.8947368421052632,43.55555555555556,48.538913706333084,303.859649122807,213.0061997227891,1,878.9473684210526,374.2035206325578
Lynn Arditi,2139,16,0.9375,142.6,514.7460955239417,297.51666666666665,676.5064915102852,1,957.75,309.6795117536838
M Ramesh Naik,33,6,1.0,6.0,4.47213595499958,15.533333333333333,10.078800634114272,1,436.5,56.69832449023516
M.B. Pell,128,5,1.0,32.0,35.95367389665021,67.6,47.10456453466055,1,716.2,65.20506115325712
Maanvi,23,2,1.0,23.0,,23.0,0.0,1,601.0,321.02647865869255
Madeleine Doubek,255,7,1.0,42.5,30.91763250962143,123.71428571428571,74.48882489349396,1,869.0,276.3837911311009
Madeleine Stevens,0,1,1.0,,,,,1,1256.0,
Madeline Heim,1840,79,0.9873417721518988,23.58974358974359,25.669445122955285,570.3407984420643,424.29997570186396,1,750.0632911392405,170.48071864599578
Madi Howarth,17,3,1.0,8.5,0.7071067811865476,11.333333333333334,4.027681991198191,1,589.3333333333334,64.4386012676667
Madison Black,96,2,1.0,96.0,,96.0,0.0,1,1027.5,70.0035713374682
Madison Conte,64,2,1.0,64.0,,64.0,0.0,1,555.5,9.192388155425117
Madison Czopek,1945,310,0.9064516129032258,6.294498381877022,7.14738183088908,610.0048021714166,439.64049874466156,1,757.5741935483871,291.44379905053904
Madison Ely,0,1,1.0,,,,,1,572.0,
Madlin Mekelburg,577,74,1.0,7.904109589041096,5.826577954038726,196.7774898185857,141.33705852961089,1,941.472972972973,306.05309875826043
Magda Dolidze,0,1,1.0,,,,,1,441.0,
Magda Rukhadze,0,1,1.0,,,,,1,451.0,
Magdaline Duncan,0,1,1.0,,,,,1,528.0,
Magnus Taylor,0,1,1.0,,,,,1,558.0,
Mahdia Benhamla,0,1,1.0,,,,,1,182.0,
Maia Baghaturia,0,1,1.0,,,,,1,369.0,
Maiko Ratiani,1090,50,0.84,21.73469387755102,41.91597523131051,269.8065306122449,210.96628446707047,1,725.56,356.2531867383427
Maja Czarnecka,1657,13,0.5384615384615384,137.66666666666666,129.88549735918335,615.8846153846154,408.2254587209487,1,571.0769230769231,200.10516465867875
Makinia Juma Sylvia,1342,142,0.9647887323943662,9.5177304964539,15.228076905543087,460.5631805014484,328.64791507256456,1,310.16901408450707,133.02348599923954
Malavika Balasubramanian,1611,9,0.8888888888888888,201.0,492.09871251319373,401.0,589.9146360091244,1,572.7777777777778,310.79083713076943
Malkhaz Rekhviashvili,241,4,1.0,80.33333333333333,127.08002727940114,158.33333333333334,107.13490975815907,1,527.0,126.35663813191613
Mandy De Waal,206,2,1.0,206.0,,206.0,0.0,1,843.5,166.17009357883867
Mandy Fung 馮思嫚,48,4,0.25,15.666666666666666,8.386497083606082,27.333333333333332,14.0909742585655,1,375.25,133.5723898615778
Mandy Lombo,336,27,1.0,12.923076923076923,15.586976812513907,98.71794871794872,70.4407183811228,1,396.037037037037,198.8015015965348
Manisha Pandey,1710,41,0.7073170731707317,42.275,146.5854065391791,423.95853658536583,427.2952520531052,1,398.7560975609756,102.15448607080475
Manon Jacob,1401,82,0.8902439024390244,16.77777777777778,39.38654592624238,355.65341764528756,276.97762592778486,1,651.390243902439,177.51444080346516
Manuela Scalici,1742,2,1.0,1742.0,,1742.0,0.0,1,774.0,8.48528137423857
Manuela Silva,439,4,0.0,146.0,128.73616430514,242.33333333333334,151.08018474380492,1,417.5,203.98447653355063
Manuela Tobias,581,123,0.9512195121951219,4.762295081967213,7.0711300822060785,202.92602958816474,144.7299617268689,1,714.4552845528456,272.0320392181569
Manya Kochhar,7,2,1.0,7.0,,7.0,0.0,1,357.0,53.74011537017761
Marc Filippino,245,9,1.0,30.625,20.09930702430168,109.0,67.52201287152377,1,995.5555555555555,158.16613979539923
Marco Della Cava,0,1,1.0,,,,,1,876.0,
Mari Markhvaidze,0,1,1.0,,,,,1,361.0,
Mari Murtskhvaladze,0,1,1.0,,,,,1,791.0,
Mari Otiashvili,0,1,1.0,,,,,1,8.0,
Maria Briceño,602,37,0.6486486486486487,16.72222222222222,17.916650055363284,222.55855855855856,161.92849706733776,1,630.027027027027,318.09917098694643
Maria Feona Imperial,333,3,0.6666666666666666,166.0,125.86500705120545,221.66666666666666,107.1364654178129,1,832.6666666666666,381.7516644801085
Maria Petrakis,13,2,1.0,13.0,,13.0,0.0,1,2064.0,93.33809511662427
Maria Ramirez Uribe,928,91,0.7802197802197802,10.311111111111112,10.242722211508147,325.51452991452993,230.9920627665913,1,882.934065934066,272.6408627642599
Mariam Bezhanishvili,46,2,1.0,46.0,,46.0,0.0,1,411.5,77.07463914933368
Mariam Bregadze,0,1,1.0,,,,,1,9.0,
Mariam Chachua,219,12,1.0,19.90909090909091,19.927140012829465,75.8030303030303,53.615980119275974,1,984.0833333333334,306.1688358742706
Mariam Dangadze,1240,137,0.927007299270073,8.617647058823529,20.98114102872154,251.35841562902533,210.03056787743301,1,631.7153284671533,248.18239109293094
Mariam Dimitradze,1,2,0.5,1.0,,1.0,0.0,1,459.5,123.74368670764582
Mariam Gordadze,0,1,1.0,,,,,1,207.0,
Mariam Kavtaradze,0,1,1.0,,,,,1,491.0,
Mariam Keshelashvili,20,2,0.5,20.0,,20.0,0.0,1,630.0,326.683332908185
Mariam Koberiz'E,582,3,1.0,291.0,263.0437226013957,388.0,204.65092230429846,1,1507.6666666666667,892.8383578976283
Mariam Kvatadze,410,9,1.0,51.25,58.17891125043261,145.27777777777777,117.82440114922223,1,1391.111111111111,567.292130309518
Mariam Lashxia,258,4,0.75,86.0,56.02677931132576,133.83333333333334,70.88821403370865,1,1072.75,1086.4957048542192
Mariam Mindiashvili,0,1,1.0,,,,,1,375.0,
Mariam Mumladze,49,3,0.3333333333333333,24.0,7.0710678118654755,32.333333333333336,12.472191289246473,1,721.0,369.5497260180286
Mariam Nebieridze,107,6,0.8333333333333334,21.2,7.395944834840239,46.93333333333333,26.05754316038938,1,885.8333333333334,411.256327205633
Mariam Niguriani,0,1,1.0,,,,,1,328.0,
Mariam Ramazashvili,51,2,1.0,51.0,,51.0,0.0,1,1082.5,381.1305550595491
Mariam Sankanu,0,1,1.0,,,,,1,528.0,
Mariam Talakhadze,1516,114,0.9122807017543859,12.91150442477876,33.157243746956254,376.20850799565284,299.4895426858778,1,707.7368421052631,341.17340600775225
Mariam Topchishvili,298,19,1.0,16.055555555555557,16.162673855021357,90.64327485380117,65.50930650219203,1,937.8947368421053,298.761684055451
Marie Briere De La Hosseraye,0,1,1.0,,,,,1,290.0,
Marie Genries,1055,5,0.4,263.25,147.41636046698932,576.8,310.1634407856606,1,621.6,251.2982292018788
Mariel Natanawan,7,2,1.0,7.0,,7.0,0.0,1,298.0,130.10764773832474
Marin Lefevre,1737,21,0.47619047619047616,86.4,109.66859167510086,508.06666666666666,359.7960868700272,1,524.4761904761905,149.65748195383316
Marina Yurieva,82,2,1.0,82.0,,82.0,0.0,1,469.0,151.32085117392117
Marion Dautry,1216,8,0.375,173.28571428571428,232.53509719732938,399.5357142857143,319.47875875544275,1,602.75,153.90697561467817
Marisha Goldhamer,1975,131,0.8,14.761538461538462,14.906844505751856,663.5115678214914,468.65336719180794,1,678.0687022900763,264.65446822485336
Mark Dent,547,30,1.0,18.862068965517242,15.162746024222455,191.7103448275862,130.8006072558602,1,642.0666666666667,133.48483920974164
Mark Mengonfia,266,11,1.0,26.2,23.446392757380256,113.74545454545455,76.31852347099876,1,446.72727272727275,173.03993233302592
Mark Naymik,80,7,1.0,13.333333333333334,10.347302385968366,38.57142857142857,23.286152493685677,1,630.5714285714286,212.1578477948727
Mark Reynolds,329,31,0.967741935483871,10.966666666666667,6.239381784878313,112.55483870967743,77.99576569169766,1,761.0645161290323,168.86146895880282
Markus Korhonen,702,8,1.0,100.28571428571429,87.10284014832561,249.5,170.52492486437282,1,1162.125,464.7464554540926
Marlo Lee,92,50,0.72,1.3877551020408163,1.6933242273042426,32.02612244897959,22.39152835577454,1,379.56,92.93494762357118
Marnique O. Panepento,387,7,0.14285714285714285,64.5,118.76152575645027,206.0952380952381,156.00332864638767,1,699.0,58.05170109479998
Marta Campabadal Graus,609,32,0.6129032258064516,19.64516129032258,22.025059042065056,243.62701612903226,174.77964235869118,1,662.84375,271.85991522853186
Marta Cerava,0,1,1.0,,,,,1,455.0,
Martha M. Hamilton,0,1,1.0,,,,,1,1612.0,
Marty Silk,316,3,0.6666666666666666,158.0,220.61731573020282,210.66666666666666,147.5518741173949,1,548.6666666666666,123.59746491467102
Martín Raschinsky,0,1,1.0,,,,,1,278.0,
Mary Alexander,2064,230,0.9826086956521739,9.013100436681222,20.271075311697203,625.2319726599583,523.9111279752425,1,443.8086956521739,199.29396757949073
Mary Alice Truitt,200,4,0.5,66.66666666666667,41.76521678781679,119.0,59.55669567731239,1,673.75,237.47052448672446
Mary Ann Roser,0,1,1.0,,,,,1,1040.0,
Mary Clare Jalonick,0,1,1.0,,,,,1,1545.0,
Mary Hartel,0,1,1.0,,,,,1,979.0,
Mary Huber,0,1,1.0,,,,,1,1052.0,
Mary Kulundu,1955,265,0.9207547169811321,6.958333333333333,8.109174653531039,610.7815608919383,434.6378783576323,1,441.75471698113205,168.32624186162033
Mary Mcintyre,53,2,1.0,53.0,,53.0,0.0,1,612.0,76.36753236814714
Mary Mcnaughton,382,4,0.25,127.33333333333333,143.9316967638933,239.83333333333334,140.8041389858819,1,819.0,301.725040392739
Maryalice Gill,619,24,0.9166666666666666,26.91304347826087,32.910226434234225,212.5326086956522,156.9169528639059,1,1035.5,323.0354671603078
Maryna Dorosh,0,1,1.0,,,,,1,208.0,
Masroor Gilani,1732,44,0.9772727272727273,39.69767441860465,212.60543993440288,180.0845665961945,313.6141790697721,1,431.02272727272725,84.8362276269425
Masutane Modjadji,98,5,0.6,24.5,35.152050675126574,55.2,38.39739574502417,1,1190.4,973.3392522651081
Matt Clary,21,2,1.0,21.0,,21.0,0.0,1,965.5,0.7071067811865476
Matt Dietrich,534,25,0.96,22.25,36.549252059200285,185.57333333333332,165.5600332876936,1,1227.44,319.31920810791615
Matt Martino,937,22,1.0,44.04761904761905,62.36784122484616,391.57142857142856,287.0936207275622,1,2058.4545454545455,709.6919336533568
Matt Minard,91,4,1.0,30.333333333333332,11.372481406154654,52.666666666666664,24.67567403109566,1,363.0,125.24908515966627
Matt Spengler,265,7,0.8571428571428571,43.666666666666664,50.06262744469838,130.47619047619048,86.12538978977052,1,728.8571428571429,422.34323662609955
Matt Volz,0,1,1.0,,,,,1,1350.0,
Matthew Crowley,415,8,0.375,59.285714285714285,70.16341469672612,140.17857142857142,123.23237444862002,1,993.75,258.4098350627213
Matus Krcmarik,0,1,1.0,,,,,1,354.0,
Max Biederbeck,1245,3,0.6666666666666666,622.0,268.70057685088807,829.6666666666666,332.1408670361953,1,442.0,53.67494760127857
Max Cohen,0,1,1.0,,,,,1,286.0,
Max Opray,126,20,0.95,6.631578947368421,3.700007902631042,44.05263157894737,29.3701848178163,1,815.55,100.4665301690594
Max Whalen,21,8,1.0,2.4285714285714284,1.7182493859684491,9.428571428571429,5.900536122303824,1,474.5,171.1415454278375
Maxine Danso,380,2,1.0,380.0,,380.0,0.0,1,655.5,10.606601717798213
Mayowa Tijani,1721,135,0.9185185185185185,12.373134328358208,65.81469448117944,334.024765063571,314.4317806143702,1,461.0962962962963,224.2233985311676
Medea Sulamanidze,599,86,0.9767441860465116,6.588235294117647,8.4856940082188,175.67633378932968,131.42180928982197,1,816.0232558139535,345.38745427483525
Medha Vernekar,431,3,1.0,215.0,124.45079348883236,287.0,124.62209541917784,1,535.0,174.39036670642102
Meeko Angela Camba,1072,5,0.8,267.75,159.93201680714216,563.7,319.183348563173,1,578.8,323.515378305267
Meg Doster,0,1,1.0,,,,,1,794.0,
Meg Williams,561,18,0.9444444444444444,33.0,27.043945718034564,174.3986928104575,118.32846385282106,1,671.2777777777778,280.15705795889386
Megan Alpert,291,4,0.5,96.66666666666667,38.42308333974947,168.66666666666666,79.7091936702132,1,304.0,142.99650345375582
Megan O'Donnell,0,1,1.0,,,,,1,912.0,
Megha Bajaj,520,397,0.9748110831234257,0.8131313131313131,1.2181867799374915,165.8471109075643,118.44760759548652,1,292.85642317380353,81.10506990282227
Megha Kaveri,0,1,1.0,,,,,1,364.0,
Meghan Ashford-Grooms,376,53,0.8301886792452831,7.230769230769231,4.717989704064872,130.46298984034834,90.36049641517096,1,1169.0377358490566,345.0077458586507
Meghan Finn,0,1,1.0,,,,,1,730.0,
Meghan Hall,679,5,0.2,169.75,306.50435015944987,280.2,305.6320663804765,1,689.8,175.17334272086035
Meghan Williams,872,35,0.9714285714285714,25.647058823529413,27.845768247063358,361.79831932773106,259.9888226373107,1,619.8285714285714,151.47694169591028
Meghnad Bose,118,2,1.0,118.0,,118.0,0.0,1,763.5,55.86143571373726
Mekhala Saran,89,3,1.0,44.5,12.020815280171307,59.333333333333336,22.095751225568733,1,522.6666666666666,105.57146078999445
Melissa Goldin,371,36,0.8888888888888888,10.142857142857142,8.000525192844814,127.41746031746031,87.47432464966558,1,1272.3055555555557,558.6316353092204
Melissa Meyer,2129,10,1.0,236.55555555555554,625.188793707771,474.1111111111111,770.9229741671768,1,1230.8,430.03095495815444
Merinette Retona,1256,5,0.8,313.75,223.04913509508765,572.5,344.02449040729647,1,1134.8,783.4109394181319
Mery-Anne Alejandre,43,4,0.75,13.666666666666666,9.018499505645789,22.0,12.041594578792296,1,176.25,25.966324345197567
Mia Osmonbekov,46,5,1.0,11.5,7.14142842854285,24.2,13.151425778218876,1,620.8,110.85666421104328
Mia Penner,147,18,0.8333333333333334,8.647058823529411,18.069107533545303,58.56209150326797,48.91179603842048,1,412.44444444444446,231.84356343986937
Miah Christine Bontilao,35,4,0.75,11.0,8.18535277187245,18.666666666666668,11.010096376609164,1,493.75,81.15982175107747
Miah Christine Bontillo,6,2,1.0,6.0,,6.0,0.0,1,450.0,16.97056274847714
Mica Soellner,816,46,0.9565217391304348,18.133333333333333,39.7764206077374,294.824154589372,227.39291580987557,1,607.5217391304348,270.61335592648993
Michael Collins,224,15,0.8,16.0,12.733964274877096,77.6,50.93873070380028,1,869.4,248.63220110953336
Michael Majchrowicz,608,49,0.9795918367346939,12.666666666666666,55.02700819784475,242.20408163265307,241.1760073347938,1,485.57142857142856,181.56530046606736
Michael Mcaulliff,0,1,1.0,,,,,1,1225.0,
Michael Mckinney,138,18,1.0,8.117647058823529,4.313965011175573,51.568627450980394,34.40393743727605,1,776.8888888888889,178.19318297150525
Michael Morse,245,2,1.0,245.0,,245.0,0.0,1,1044.0,108.89444430272832
Michael Olatunbosun,198,13,1.0,16.0,14.174240399721281,71.46153846153847,47.644703288815734,1,785.9230769230769,331.2847369304492
Michaela Winberg,0,1,1.0,,,,,1,585.0,
Michelle Agoh,0,1,1.0,,,,,1,516.0,
Michelle Andrews,1068,3,1.0,534.0,654.780879378743,712.0,454.1813147484897,1,1298.6666666666667,265.25899293583495
Michelle Hennessy,2149,35,0.9142857142857143,62.76470588235294,92.8061057368107,548.926050420168,408.85660354524305,1,984.6,404.09471807544156
Michelle Lim,91,2,0.5,91.0,,91.0,0.0,1,315.0,106.06601717798213
Michelle Peribanez,0,1,1.0,,,,,1,654.0,
Michelle Solomon,23,2,1.0,23.0,,23.0,0.0,1,919.0,14.142135623730951
Mike Smith,0,1,1.0,,,,,1,1193.0,
Mikele Syron,113,22,1.0,5.380952380952381,6.93163898710969,35.108225108225106,28.35308410446808,1,575.6818181818181,124.9412762493745
Mikola Enukidze,0,1,1.0,,,,,1,728.0,
Milena Gevorgyan,0,1,1.0,,,,,1,296.0,
Mimi Lau 刘美倩,54,5,0.6,13.0,12.727922061357855,26.3,15.912573644762812,1,602.2,182.11864264813752
Mina Demian,69,7,0.7142857142857143,11.5,7.503332592921628,32.476190476190474,19.315966865878572,1,990.8571428571429,546.144189926503
Minh Connors,0,1,1.0,,,,,1,600.0,
Minh Do,75,4,0.25,25.0,12.288205727444508,44.0,21.18175315375634,1,623.25,121.75487669904643
Miracle Akubuo,317,47,1.0,6.434782608695652,6.231290837960171,98.76410730804811,69.40902142178919,1,494.97872340425533,169.2379967308326
Miranda Mtchedlishvili,9,2,0.5,9.0,,9.0,0.0,1,174.0,158.39191898578665
Miriam Valverde,1876,388,0.9432989690721649,4.847545219638243,5.189668185495154,614.3773808572417,435.062389435775,1,804.5051546391752,303.8592977704945
Misthy Sablok,0,1,1.0,,,,,1,89.0,
Mitchell Aronoff,0,1,1.0,,,,,1,1174.0,
Mj Slaby,0,1,1.0,,,,,1,717.0,
Mmamoloko Kubayi,0,1,1.0,,,,,1,288.0,
Mobeen Ahmad,750,173,0.9826589595375722,3.8488372093023258,6.187173001551031,225.13167092351122,165.49727236629698,1,387.0635838150289,180.06249400568325
Mohak Gupta,280,48,0.9375,5.48936170212766,6.636107883736396,99.62588652482269,72.06033305079417,1,368.2083333333333,99.69697883412756
Mohamed Jaward Nyallay,380,15,1.0,26.857142857142858,38.404441135122624,126.06666666666666,91.40868632962591,1,447.8666666666667,160.55122309747514
Mohammad Mazed,637,29,0.8620689655172413,22.285714285714285,21.778101714468004,209.29310344827587,155.83934604296076,1,359.7241379310345,108.63697625963934
Mohammad Salman,931,38,0.7105263157894737,24.783783783783782,16.977329876330074,345.0867709815078,239.06430242238778,1,593.1578947368421,222.09512526329425
Mohammed Dahiru Lawal,89,7,1.0,14.5,14.515508947329405,35.57142857142857,25.40073382624141,1,1058.7142857142858,401.22176506503826
Mohammed Kudrati,978,94,0.8617021276595744,10.043010752688172,9.88511614861567,330.4442919240448,234.85452556376603,1,596.2765957446809,274.26642742011245
Mohammed Taoheed,645,41,1.0,15.65,40.41613666054813,129.92317073170733,127.89819770157949,1,491.7317073170732,133.24564240346547
Molly Moorhead,868,147,0.9115646258503401,5.945205479452055,22.584944885359548,200.09598359891902,148.63123173464174,1,913.3673469387755,318.47993166238933
